id,target,context
12213,processes,C13
12214,processing methods,C13
12215,pull out,C13
12216,purification,C13
12217,quality,C13
12218,removal process,C13
12219,removing methods,C13
12220,separation process,C13
12221,text extracting process,C13
12222,uprooting process,C13
12223,video extraction,C13
12224,yield,C13
12225,app location,B29
12226,blocking device,B29
12227,closed loop control of rf generator,B29
12228,control device,B29
12229,control mechanism,B29
12230,dental extraction,B29
12231,extraction,B29
12232,extraction location,B29
12233,extraction position,B29
12234,extraction program,B29
12235,extraction spot,B29
12236,extraction system,B29
12237,form filling,B29
12238,injection location,B29
12239,insulating glass units,B29
12240,location tracker app,B29
12241,lumen,B29
12242,packaging sheath,B29
12243,pressure gradient,B29
12244,removal location,B29
12245,spleen location,B29
12246,theophylline extraction,B29
12247,withdrawal location,B29
12248,achieve to low value,B60
12249,asset value,B60
12250,attain to low value,B60
12251,controlling a vehicular component,B60
12252,dropped to a preset value,B60
12253,fall ceiling,B60
12254,fall to low value,B60
12255,fall to lower value,B60
12256,heartbeat value,B60
12257,logic low value,B60
12258,low bandwidth network,B60
12259,low blood pressure,B60
12260,low logic value,B60
12261,low value resistor,B60
12262,moving towards threshold value,B60
12263,pneumatic tire with foam rubber,B60
12264,predetermined low value,B60
12265,reach to high value,B60
12266,reach to low value,B60
12267,reach to lower value,B60
12268,reduce,B60
12269,sufficient lowering,B60
12270,water fall,B60
12271,windshield wiper assembly,B60
12272,blower,A01
12273,blower fan,A01
12274,trigger,A01
12275,trigger volume,A01
12276,a device with rotating blades,B61
12277,air blower,B61
12278,air cooler,B61
12279,an apparatus with rotating blades,B61
12280,blade,B61
12281,blower,B61
12282,brake noises,B61
12283,ceiling fan,B61
12284,ceiling paint,B61
12285,compressor,B61
12286,cooling system,B61
12287,doors,B61
12288,fan,B61
12289,fan code control unit,B61
12290,fan code encapsulates,B61
12291,fan regulator,B61
12292,fan stator,B61
12293,fan tracking filter,B61
12294,football fans,B61
12295,rail synthetic vision system,B61
12296,stator water,B61
12297,units,B61
12298,ventilator,B61
12299,air blower,G03
12300,air conditioning blower,G03
12301,air cooling unit,G03
12302,air duct,G03
12303,air fan,G03
12304,blade server,G03
12305,blades,G03
12306,blower,G03
12307,ceiling fan,G03
12308,centrifugal shape,G03
12309,cooler,G03
12310,cooling,G03
12311,exhaust fan,G03
12312,fan blower,G03
12313,fan code,G03
12314,fan following,G03
12315,fan unit,G03
12316,impeller,G03
12317,motor,G03
12318,movable blades,G03
12319,opening,G03
12320,rotating device,G03
12321,rotating unit,G03
12322,seconds count,G03
12323,unit testing,G03
12324,unit weight,G03
12325,wind fan,G03
12326,wind unit,G03
12327,air blower rotation speed,F01
12328,compressor operating frequency,F01
12329,cooling fan speed,F01
12330,drive,F01
12331,drive speed,F01
12332,fan code,F01
12333,fan motor,F01
12334,fan of speed,F01
12335,fan revolution,F01
12336,fan revolution speed,F01
12337,fan rotation,F01
12338,fan rotation value,F01
12339,fan rotational frequency,F01
12340,fan rotational speed,F01
12341,fan speed,F01
12342,fan speed value,F01
12343,fan value,F01
12344,generator rotational speed,F01
12345,initial rotation speed,F01
12346,magnetic coils,F01
12347,magnetic field,F01
12348,mixing rotor pair,F01
12349,motor rotation speed,F01
12350,motor rotation value,F01
12351,motor speed,F01
12352,output shaft,F01
12353,revolution speed,F01
12354,rotate screen,F01
12355,rotating shaft speed,F01
12356,rotation,F01
12357,rotation signal,F01
12358,rotation speed,F01
12359,rotation speed change,F01
12360,rotation speed drive,F01
12361,rotation speed signal,F01
12362,rotation value,F01
12363,rotational speed,F01
12364,rotational speed signal,F01
12365,rotor rotation speed,F01
12366,speed,F01
12367,speed fan,F01
12368,speed of light,F01
12369,speed of rotation fan,F01
12370,speed post,F01
12371,speed rotation fan,F01
12372,spindle support,F01
12373,water revolution speed,F01
12374,water speed,F01
12375,compound bearing,F16
12376,control rotation speed,F16
12377,cooling amount,F16
12378,cooling fan speed,F16
12379,cooling quantity,F16
12380,cooling speed,F16
12381,driven means,F16
12382,fan art,F16
12383,fan food,F16
12384,fan rotation,F16
12385,fan rotation speed,F16
12386,fan rotational speed,F16
12387,fan speed,F16
12388,fan system,F16
12389,fan turning speed,F16
12390,fan twisting speed,F16
12391,guide roll,F16
12392,increase amount,F16
12393,increase speed,F16
12394,motor rotation speed,F16
12395,oil film deposit bearing,F16
12396,operating frequency,F16
12397,pre trained rotating neural,F16
12398,rotary phone,F16
12399,rotating network encryption,F16
12400,rotating neural network,F16
12401,rotation speed,F16
12402,rotation speed change,F16
12403,shaft travel,F16
12404,speed fan,F16
12405,time,F16
12406,value,F16
12407,constituent assembly,A22
12408,controlling the release of a liquid,A22
12409,faucet,A22
12410,flow control,A22
12411,kitchen faucet,A22
12412,printhead assembly,A22
12413,school assembly,A22
12414,spigot assembly,A22
12415,state legislative assembly,A22
12416,surgical assembly,A22
12417,tap assembly,A22
12418,tap fittings,A22
12419,tap inputs,A22
12420,tap spout,A22
12421,wall hydrant,A22
12422,water control,A22
12423,water supply,A22
12424,water tap,A22
12425,assembly,A47
12426,drain assembly,A47
12427,faucet,A47
12428,faucet body,A47
12429,faucet outlet,A47
12430,assembly,B65
12431,faucet,B65
12432,faucet body,B65
12433,mixing faucet,B65
12434,nozzle,B65
12435,spout,B65
12436,assembly language code,E03
12437,assembly line,E03
12438,assembly point,E03
12439,cartridges,E03
12440,discharge,E03
12441,faucet disassembly,E03
12442,faucet housing,E03
12443,faucet stems,E03
12444,faucet valve,E03
12445,faucetpay,E03
12446,food supply,E03
12447,mixer tap,E03
12448,mount faucet,E03
12449,plumbing fixture,E03
12450,sink fixture,E03
12451,sprinkler assembly,E03
12452,tree stem,E03
12453,washer kits,E03
12454,water supply,E03
12455,water supply assembly,E03
12456,faucet,F16
12457,faucet body,F16
12458,fluid,F16
12459,fluid assembly,F16
12460,fluid faucet,F16
12461,normal,F16
12462,valve assembly,F16
12463,valve body,F16
12464,assembly,G05
12465,control assembly,G05
12466,dispenser,G05
12467,dispensing assembly,G05
12468,handle assembly,G05
12469,machine,G05
12470,machine assembly,G05
12471,mixing faucet,G05
12472,mount faucet,G05
12473,valve,G05
12474,automation,G01
12475,command speed,G01
12476,device unlock,G01
12477,fdi insurance sector,G01
12478,fdi moot,G01
12479,fdi policy,G01
12480,fi di,G01
12481,field device integration,G01
12482,field devices locking,G01
12483,field stream,G01
12484,fieldglass,G01
12485,fm dm,G01
12486,harmonic circular force,G01
12487,intelligent field devices connection,G01
12488,manage information,G01
12489,microgravity environment,G01
12490,non field device integration,G01
12491,nonrotating body,G01
12492,pressing force,G01
12493,standard device integration,G01
12494,target force,G01
12495,virtual damper,G01
12496,check circuit,B23
12497,check valve,B23
12498,control circuit,B23
12499,control controller,B23
12500,control valve,B23
12501,feed check circuit,B23
12502,feed check valve,B23
12503,feed control circuit,B23
12504,feed valve,B23
12505,flow control valve,B23
12506,flow controller,B23
12507,flow valve,B23
12508,hydraulic circuit,B23
12509,hydraulic valve,B23
12510,pump,B23
12511,selector valve,B23
12512,tank,B23
12513,variable control valve,B23
12514,variable flow valve,B23
12515,boilers,B24
12516,combination,B24
12517,control valve,B24
12518,control valves,B24
12519,feed additive,B24
12520,feed additives,B24
12521,feed adjuster valve,B24
12522,feed control system,B24
12523,feed control valve,B24
12524,feed disease treatment,B24
12525,feed water control system,B24
12526,feed water valve,B24
12527,flow control valve,B24
12528,hair fall control,B24
12529,heart valve,B24
12530,hydraulic feed control valve,B24
12531,hydraulic lift,B24
12532,hydraulic system,B24
12533,motor casing,B24
12534,pad conditioner,B24
12535,sanding tool attachment,B24
12536,ammonia control unit,F25
12537,ammonia control valve,F25
12538,ammonia sensing unit,F25
12539,ammonia sensing valve,F25
12540,control unit,F25
12541,control valve,F25
12542,discharge valve,F25
12543,flow over valve,F25
12544,level control valve,F25
12545,level sensing valve,F25
12546,level unit,F25
12547,level valve,F25
12548,mixing valve,F25
12549,return valve,F25
12550,supply over valve,F25
12551,supply switch over,F25
12552,supply switch over valve,F25
12553,supply unit,F25
12554,supply valve,F25
12555,switch control valve,F25
12556,switch off valve,F25
12557,switch over,F25
12558,switch over valve,F25
12559,switching off valve,F25
12560,switching over valve,F25
12561,switching switch off valve,F25
12562,switching switch over valve,F25
12563,switching valve,F25
12564,boiler,F41
12565,cattle feed,F41
12566,control chart,F41
12567,control valve,F41
12568,dream feed,F41
12569,feed control valves,F41
12570,feed cycles,F41
12571,feed valve,F41
12572,feed water valve,F41
12573,flow control,F41
12574,flow control valve,F41
12575,flow controlling valve,F41
12576,hydraulic machine,F41
12577,input control valve,F41
12578,machine tools,F41
12579,online feed,F41
12580,operating control valve,F41
12581,pressure and oil temperature control,F41
12582,pumps,F41
12583,rammer control valve,F41
12584,rammer valve,F41
12585,rammer valves,F41
12586,sensing arm,F41
12587,sensing rod,F41
12588,steam generation,F41
12589,trigger rod,F41
12590,variable flow valve,F41
12591,video feed,F41
12592,web feed,F41
12593,building,B23
12594,post,B23
12595,secure to fence post,B23
12596,support post,B23
12597,a line of wooden posts,B29
12598,concrete post,B29
12599,contactless measuring,B29
12600,corner posts,B29
12601,electrostatic pinning method,B29
12602,fence gate,B29
12603,fence post,B29
12604,fence wire,B29
12605,fencing pole,B29
12606,geofence,B29
12607,matrix material,B29
12608,metal fence post,B29
12609,multi layer injection molding,B29
12610,post covid symptoms,B29
12611,post notification,B29
12612,post number tracking,B29
12613,qr post,B29
12614,speed post tracking,B29
12615,thermoplastic resin,B29
12616,three dimensional printing,B29
12617,wooden fence,B29
12618,metal fence post,B41
12619,area enclosure,E04
12620,area measurement,E04
12621,barrier,E04
12622,fence,E04
12623,fence panel,E04
12624,fence structure,E04
12625,ground,E04
12626,ground stake,E04
12627,party member,E04
12628,post member,E04
12629,post office,E04
12630,poster making,E04
12631,postman,E04
12632,provide fence post,E04
12633,speed post,E04
12634,stopper,E04
12635,wooden post,E04
12636,ceiling,F21
12637,ceiling light,F21
12638,ceiling structure,F21
12639,ceiling structure light,F21
12640,ceiling surface,F21
12641,ceiling surface light,F21
12642,chamber,F21
12643,fence,F21
12644,fence posts,F21
12645,post,F21
12646,post chamber,F21
12647,support post,F21
12648,support posts,F21
12649,support structure,F21
12650,support structure light,F21
12651,support surface,F21
12652,support surface light,F21
12653,upright post,F21
12654,wall light,F21
12655,fence,G06
12656,provide fence post,G06
12657,secure to fence post,G06
12658,wireless,G06
12659,cable length,H04
12660,cable slack,H04
12661,cotton fibre,H04
12662,fiber cable,H04
12663,fiber cable management,H04
12664,fiber foods,H04
12665,fiber length,H04
12666,fiber optic cable slack,H04
12667,fiber optic system,H04
12668,fiber slacks,H04
12669,fibre board,H04
12670,fibre door,H04
12671,flexible slack,H04
12672,optical fiber,H04
12673,optical slack,H04
12674,slack,H04
12675,slack cable,H04
12676,slack storage,H04
12677,slack variable,H04
12678,slack work,H04
12679,spun yarn,H04
12680,wireless communication,H04
12681,wireless lan,H04
12682,accuracy,H02
12683,accurate motion sensor,H02
12684,behaviour,H02
12685,error rate,H02
12686,fidelity amplifying apparatus,H02
12687,fidelity car warranty,H02
